id|version|ask|bid|date_scraped|last|open|option_id|stockprice|vol|id|version|name|strike|type
52347|0|44.05|43.6|2013-06-04 17:07:38.727|45|103|51490|452|5|51490|0|AAPL130817P00485000|485|Put
52348|0|44|43.5|2013-06-04 17:07:38.731|43.3|28|51492|452|5|51492|0|AAPL7130817P00485000|485|Put
52349|0|47.65|47.2|2013-06-04 17:07:38.735|50.96|130|51494|452|3|51494|0|AAPL130817P00490000|490|Put
52350|0|48.35|47.15|2013-06-04 17:07:38.738|49.8|2|51496|452|2|51496|0|AAPL7130817P00490000|490|Put
52351|0|51.65|51.25|2013-06-04 17:07:38.742|60.45|82|51498|452|3|51498|0|AAPL130817P00495000|495|Put
52352|0|52.3|51.05|2013-06-04 17:07:38.745|69.23|1|51500|452|1|51500|0|AAPL7130817P00495000|495|Put
52353|0|55.6|55.15|2013-06-04 17:07:38.749|61.9|201|51502|452|8|51502|0|AAPL130817P00500000|500|Put
52354|0|56.2|55|2013-06-04 17:07:38.753|71.48|34|51504|452|34|51504|0|AAPL7130817P00500000|500|Put
52355|0|59.8|59.3|2013-06-04 17:07:38.757|57.5|23|51506|452|1|51506|0|AAPL130817P00505000|505|Put
52356|0|64.05|63.55|2013-06-04 17:07:38.761|65.09|40|51508|452|7|51508|0|AAPL130817P00510000|510|Put
52357|0|68.25|67.8|2013-06-04 17:07:38.764|69.18|17|51510|452|3|51510|0|AAPL130817P00515000|515|Put
52359|0|68.3|67.7|2013-06-04 17:07:38.779|69.17|7|52358|452|7|52358|0|AAPL7130817P00515000|515|Put
52360|0|72.75|72.3|2013-06-04 17:07:38.783|72.44|98|51512|452|4|51512|0|AAPL130817P00520000|520|Put
52361|0|77.35|76.9|2013-06-04 17:07:38.787|82.43|65|51514|452|11|51514|0|AAPL130817P00525000|525|Put
52362|0|81.3|80.85|2013-06-04 17:07:38.79|82.85|130|51516|452|3|51516|0|AAPL130817P00530000|530|Put
52363|0|86.3|85.85|2013-06-04 17:07:38.794|93.2|16|51518|452|1|51518|0|AAPL130817P00535000|535|Put
52364|0|91.4|90.8|2013-06-04 17:07:38.808|92.1|78|51520|452|3|51520|0|AAPL130817P00540000|540|Put
52365|0|95.3|94.85|2013-06-04 17:07:38.812|101|37|51522|452|10|51522|0|AAPL130817P00545000|545|Put
52366|0|100.65|100|2013-06-04 17:07:38.816|101.7|51|51524|452|3|51524|0|AAPL130817P00550000|550|Put
52367|0|101.35|99.2|2013-06-04 17:07:38.82|146.9|13|51526|452|3|51526|0|AAPL7130817P00550000|550|Put
52368|0|105.45|104.9|2013-06-04 17:07:38.824|106.3|66|51528|452|2|51528|0|AAPL130817P00555000|555|Put
52369|0|106.95|104.05|2013-06-04 17:07:38.829|164.6|3|51530|452|3|51530|0|AAPL7130817P00555000|555|Put
52370|0|110.05|109.55|2013-06-04 17:07:38.833|108.24|61|51532|452|2|51532|0|AAPL130817P00560000|560|Put
52371|0|115.3|114.15|2013-06-04 17:07:38.839|108.9|23|51534|452|8|51534|0|AAPL130817P00565000|565|Put
52372|0|116.6|114.25|2013-06-04 17:07:38.843|175.05|10|51536|452|10|51536|0|AAPL7130817P00565000|565|Put
52373|0|120.05|119.05|2013-06-04 17:07:38.848|138.14|35|51538|452|2|51538|0|AAPL130817P00570000|570|Put
52374|0|121|118.85|2013-06-04 17:07:38.852|180|10|51540|452|10|51540|0|AAPL7130817P00570000|570|Put
52375|0|124.6|124.1|2013-06-04 17:07:38.857|124.75|84|51542|452|10|51542|0|AAPL130817P00575000|575|Put
52376|0|126|124.05|2013-06-04 17:07:38.862|171.7|36|51544|452|13|51544|0|AAPL7130817P00575000|575|Put
52377|0|129.65|128.95|2013-06-04 17:07:38.868|131.15|62|51546|452|1|51546|0|AAPL130817P00580000|580|Put
52378|0|130.85|128.5|2013-06-04 17:07:38.872|176.4|14|51548|452|4|51548|0|AAPL7130817P00580000|580|Put
52379|0|134.45|133.95|2013-06-04 17:07:38.876|139.2|37|51550|452|1|51550|0|AAPL130817P00585000|585|Put
52380|0|135.75|133.25|2013-06-04 17:07:38.881|194.65|10|51552|452|10|51552|0|AAPL7130817P00585000|585|Put
52381|0|139.65|138.55|2013-06-04 17:07:38.885|141.56|31|51554|452|2|51554|0|AAPL130817P00590000|590|Put
52382|0|141|138.5|2013-06-04 17:07:38.889|199.6|20|51556|452|10|51556|0|AAPL7130817P00590000|590|Put
52383|0|144.8|143.6|2013-06-04 17:07:38.893|136.9|NaN|51558|452|NaN|51558|0|AAPL130817P00595000|595|Put
52384|0|146|143.75|2013-06-04 17:07:38.896|204.15|10|51560|452|10|51560|0|AAPL7130817P00595000|595|Put
52385|0|149.65|148.6|2013-06-04 17:07:38.901|159|170|51562|452|1|51562|0|AAPL130817P00600000|600|Put
52386|0|151|148.65|2013-06-04 17:07:38.905|211.45|3|51564|452|3|51564|0|AAPL7130817P00600000|600|Put
52387|0|154.6|153.5|2013-06-04 17:07:38.909|167|4|51566|452|3|51566|0|AAPL130817P00605000|605|Put
52388|0|159.6|158.5|2013-06-04 17:07:38.913|159.47|8|51568|452|4|51568|0|AAPL130817P00610000|610|Put
52389|0|164.55|163.4|2013-06-04 17:07:38.917|170.55|21|51570|452|1|51570|0|AAPL130817P00615000|615|Put
52390|0|169.6|168.4|2013-06-04 17:07:38.921|184.07|4|51572|452|2|51572|0|AAPL130817P00620000|620|Put
52391|0|179.5|178.35|2013-06-04 17:07:38.924|189.02|34|51574|452|2|51574|0|AAPL130817P00630000|630|Put
52392|0|184.3|182.9|2013-06-04 17:07:38.928|185|60|51576|452|18|51576|0|AAPL130817P00635000|635|Put
52393|0|189.6|188.15|2013-06-04 17:07:38.932|189.35|39|51578|452|16|51578|0|AAPL130817P00640000|640|Put
52394|0|194.55|193.1|2013-06-04 17:07:38.938|190|1|51580|452|1|51580|0|AAPL130817P00645000|645|Put
52395|0|199.3|198.35|2013-06-04 17:07:38.943|195.35|42|51582|452|3|51582|0|AAPL130817P00650000|650|Put
52396|0|203.95|202.5|2013-06-04 17:07:38.947|215.3|9|51584|452|1|51584|0|AAPL130817P00655000|655|Put
52397|0|214.5|213.05|2013-06-04 17:07:38.951|224.8|7|51586|452|1|51586|0|AAPL130817P00665000|665|Put
